"caseid","SurveyId","v000","v005","v007","v012","v021","v022","v025","v119","v121","v133","v136","v157","v158","v159","v190","v191","v212","v301","v364","v501","v503","v531","v536","v613","v714","v715","v717","v836"
"         415  2","GU2015DHS","GU6",845361,2015,45,4,1,1,1,1,9,4,1,2,2,5,176500,16,3,1,1,1,15,1,3,0,18,0,1
"         415  3","AM2016DHS","AM7",1505381,2015,25,4,21,1,1,1,15,3,1,0,2,5,107058,NA,3,4,0,NA,0,0,1,1,NA,7,NA
"         416  3","AM2016DHS","AM7",1505381,2015,40,4,21,1,1,1,15,5,0,0,2,5,101840,21,3,4,1,1,19,1,3,1,15,1,1
"         416  4","AM2016DHS","AM7",1505381,2015,19,4,21,1,1,1,12,5,0,0,2,5,101840,NA,3,4,0,NA,0,0,4,0,NA,0,NA
"         417  3","GU2015DHS","GU6",845361,2015,32,4,1,1,1,1,18,4,2,2,2,5,223630,NA,3,3,0,NA,22,3,2,1,NA,1,2
"         417  4","GU2015DHS","GU6",845361,2015,21,4,1,1,1,1,15,4,2,2,2,5,223630,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"         420  1","GU2015DHS","GU6",845361,2015,33,4,1,1,1,0,11,3,2,2,2,4,68605,21,3,1,2,2,16,1,0,1,18,1,15
"         420  2","AM2016DHS","AM7",1505381,2015,38,4,21,1,1,1,15,5,1,0,2,5,107058,22,3,4,1,1,21,1,5,1,15,1,1
"         420  3","AM2016DHS","AM7",1505381,2015,16,4,21,1,1,1,11,5,0,0,1,5,107058,NA,3,4,0,NA,0,0,1,0,NA,0,NA
"         421  2","GU2015DHS","GU6",845361,2015,39,4,1,1,1,1,16,6,2,2,1,5,173950,19,3,4,1,2,16,1,3,0,16,0,4
"         421  3","AM2016DHS","AM7",1505381,2015,28,4,21,1,1,1,13,4,0,0,2,4,69762,20,3,4,4,1,19,9,3,1,NA,7,99
"         421  6","GU2015DHS","GU6",845361,2015,34,4,1,1,1,1,15,6,2,2,2,5,173950,NA,3,4,0,NA,26,3,1,1,NA,2,1
"         422  2","AM2016DHS","AM7",1505381,2015,31,4,21,1,1,1,15,4,1,2,2,5,95590,23,3,2,1,1,21,1,3,0,15,0,1
"         422  3","GU2015DHS","GU6",845361,2015,28,4,1,1,1,1,18,7,2,2,2,5,205392,NA,3,3,0,NA,18,3,0,1,NA,1,11
"         422  7","GU2015DHS","GU6",845361,2015,17,4,1,1,1,1,10,7,2,2,2,5,205392,NA,3,3,0,NA,0,0,4,1,NA,7,NA
"         424  1","AM2016DHS","AM7",1505381,2015,27,4,21,1,1,1,10,2,0,0,2,3,50229,25,3,3,1,1,24,3,3,0,10,0,1
"         424  2","GU2015DHS","GU6",845361,2015,24,4,1,1,1,1,16,6,2,2,2,5,172179,20,3,1,5,1,18,1,1,1,16,2,10
"         424  4","GU2015DHS","GU6",845361,2015,25,4,1,1,1,1,11,6,2,2,2,5,172179,NA,3,3,0,NA,18,3,1,0,NA,0,4
"         424  6","GU2015DHS","GU6",845361,2015,26,4,1,1,1,1,18,6,1,1,1,5,172179,NA,3,4,0,NA,17,3,1,1,NA,1,1
"         425  2","AM2016DHS","AM7",1505381,2015,29,4,21,1,1,1,12,3,2,2,2,5,82027,28,3,4,1,1,27,1,1,1,15,1,1
"         427  4","AM2016DHS","AM7",1505381,2015,25,4,21,1,1,1,12,4,2,2,2,3,22440,NA,3,4,0,NA,0,0,2,1,NA,1,NA
"         428  3","AM2016DHS","AM7",1505381,2015,26,4,21,1,1,1,15,4,2,2,2,5,97908,NA,3,3,0,NA,0,0,1,1,NA,8,NA
"         5 1  2","AM2016DHS","AM7",2312763,2016,39,5,21,1,1,1,18,2,2,0,2,5,85696,NA,3,4,0,NA,0,0,0,1,NA,1,NA
"         5 3  4","AM2016DHS","AM7",2312763,2016,33,5,21,1,1,1,15,6,2,2,2,5,107473,25,3,1,1,1,23,1,3,1,15,7,1
"         5 4  2","AM2016DHS","AM7",2312763,2016,42,5,21,1,1,1,13,4,2,2,2,5,82993,28,3,1,1,1,27,1,4,0,13,0,1
"         5 5  1","GU2015DHS","GU6",1202861,2015,42,5,1,1,1,1,11,6,2,1,2,5,214030,25,3,1,1,1,24,1,3,0,18,0,1
"         5 6  2","GU2015DHS","GU6",1202861,2015,35,5,1,1,1,1,18,5,2,2,2,5,216228,33,3,3,2,1,21,3,3,1,18,1,2
"         5 6  5","GU2015DHS","GU6",1202861,2015,20,5,1,1,1,1,5,5,2,2,2,5,216228,NA,3,3,0,NA,0,0,3,1,NA,9,NA
"         5 7  2","AM2016DHS","AM7",2312763,2016,38,5,21,1,1,1,16,3,2,2,2,5,98086,33,3,4,1,1,29,1,2,1,15,1,1
"         5 7  2","GU2015DHS","GU6",1202861,2015,48,5,1,1,1,1,18,5,2,2,1,5,199695,29,3,2,1,1,26,1,3,1,18,1,1
"         5 8  2","GU2015DHS","GU6",1202861,2015,45,5,1,1,1,1,12,5,1,1,1,5,199147,19,3,1,2,2,16,1,4,1,15,7,3
"         5 8  3","GU2015DHS","GU6",1202861,2015,17,5,1,1,1,1,7,5,1,1,1,5,199147,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"         5 8  4","GU2015DHS","GU6",1202861,2015,15,5,1,1,1,1,5,5,2,2,2,5,199147,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"         5 8  5","GU2015DHS","GU6",1202861,2015,24,5,1,1,1,1,7,5,2,1,2,5,199147,NA,3,4,5,1,21,3,1,0,14,0,1
"         5 9  2","AM2016DHS","AM7",2312763,2016,40,5,21,1,1,1,15,4,0,1,2,5,104495,26,3,4,1,1,25,1,2,1,15,1,1
"         5 9  2","GU2015DHS","GU6",1202861,2015,34,5,1,1,1,1,18,3,2,2,2,5,210457,33,3,1,1,1,28,1,2,1,18,1,1
"         510  2","GU2015DHS","GU6",1202861,2015,37,5,1,1,1,1,11,5,2,2,2,5,214105,18,3,1,1,1,18,3,2,1,10,3,1
"         511  2","GU2015DHS","GU6",1202861,2015,46,5,1,1,1,1,18,5,2,2,2,5,197027,30,3,1,1,1,28,1,5,1,18,1,1
"         512  3","GU2015DHS","GU6",1202861,2015,32,5,1,1,1,1,13,6,2,2,2,5,155874,22,3,3,0,NA,18,3,2,1,NA,2,1
"         513  2","GU2015DHS","GU6",1202861,2015,48,5,1,1,1,1,18,5,2,2,2,5,199097,21,3,1,1,1,18,1,4,1,18,3,3
"         513  3","GU2015DHS","GU6",1202861,2015,26,5,1,1,1,1,18,5,2,2,1,5,199097,NA,3,3,0,NA,17,3,0,1,NA,1,10
"         514  2","GU2015DHS","GU6",1202861,2015,22,5,1,1,1,1,11,5,2,1,2,5,148778,18,3,1,1,1,97,1,2,0,13,0,1
"         514  5","GU2015DHS","GU6",1202861,2015,25,5,1,1,1,1,15,5,2,1,2,5,148778,NA,3,3,0,NA,22,3,2,1,NA,2,2
"         515  4","AM2016DHS","AM7",2312763,2016,26,5,21,1,1,1,10,4,1,0,2,4,67859,NA,3,4,0,NA,0,0,2,1,NA,7,NA
"         516  5","AM2016DHS","AM7",2312763,2016,21,5,21,1,1,1,13,6,2,2,2,5,93483,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"         517  2","GU2015DHS","GU6",1202861,2015,44,5,1,1,1,1,10,4,2,2,2,5,209405,18,3,1,1,1,17,3,3,1,12,1,1
"         517  4","GU2015DHS","GU6",1202861,2015,20,5,1,1,1,1,13,4,2,2,2,5,209405,NA,3,3,0,NA,0,0,2,1,NA,3,NA
"         518  2","AM2016DHS","AM7",2312763,2016,45,5,21,1,1,1,10,3,0,0,2,5,77331,NA,3,4,0,NA,0,0,0,1,NA,7,NA
"         518  2","GU2015DHS","GU6",1202861,2015,43,5,1,1,1,1,12,6,2,2,2,5,199889,23,3,1,1,1,19,1,2,0,18,0,1
"         518  3","AM2016DHS","AM7",2312763,2016,47,5,21,1,1,1,13,3,0,0,2,5,77331,NA,3,4,0,NA,0,0,0,1,NA,7,NA
"         518  3","GU2015DHS","GU6",1202861,2015,20,5,1,1,1,1,11,6,2,2,2,5,199889,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         518  4","GU2015DHS","GU6",1202861,2015,17,5,1,1,1,1,10,6,2,2,2,5,199889,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"         519  1","AM2016DHS","AM7",2312763,2016,44,5,21,1,1,1,13,3,2,0,2,5,78544,20,3,4,1,1,18,3,3,1,15,7,1
"         519  2","AM2016DHS","AM7",2312763,2016,22,5,21,1,1,1,14,3,1,0,2,5,78544,NA,3,4,0,NA,0,0,3,1,NA,7,NA
"         520  1","AM2016DHS","AM7",2312763,2016,45,5,21,1,1,1,15,4,1,0,2,5,88499,24,3,4,4,1,23,3,2,0,NA,0,1
"         520  3","AM2016DHS","AM7",2312763,2016,16,5,21,1,1,1,11,4,1,0,1,5,88499,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"         521  1","GU2015DHS","GU6",1202861,2015,37,5,1,1,1,1,18,2,2,2,2,5,178896,24,3,3,5,1,22,3,2,1,11,1,1
"         522  2","GU2015DHS","GU6",1202861,2015,24,5,1,1,1,1,18,2,1,2,2,5,205581,NA,3,1,0,NA,19,1,2,1,NA,1,2
"         522  3","AM2016DHS","AM7",2312763,2016,40,5,21,1,1,1,10,9,2,2,2,5,113990,21,3,1,1,1,20,1,3,0,10,0,1
"         522  4","AM2016DHS","AM7",2312763,2016,19,5,21,1,1,1,12,9,1,1,1,5,113990,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"         522  7","AM2016DHS","AM7",2312763,2016,34,5,21,1,1,1,10,9,0,0,2,5,113990,21,3,4,1,1,19,3,2,0,10,0,1
"         523  2","AM2016DHS","AM7",2312763,2016,38,5,21,1,1,1,12,4,2,2,2,4,66466,24,3,2,1,1,23,1,2,1,12,8,1
"         526  2","GU2015DHS","GU6",1202861,2015,36,5,1,1,1,1,15,2,2,2,2,5,197975,NA,3,3,1,1,33,1,2,1,18,2,1
"         528  2","AM2016DHS","AM7",2312763,2016,40,5,21,1,1,1,10,3,1,0,1,5,92118,24,3,4,1,1,23,1,1,0,10,0,1
"         6 1  2","AM2016DHS","AM7",2093111,2016,39,6,21,1,1,1,10,2,0,0,2,3,31641,NA,0,4,0,NA,0,0,2,0,NA,0,NA
"         6 1  2","GU2015DHS","GU6",929807,2015,25,6,1,1,1,1,6,4,1,2,2,4,21707,21,3,1,2,1,20,1,3,0,6,0,1
"         6 2  1","AM2016DHS","AM7",2093111,2016,49,6,21,1,1,1,15,3,0,0,2,5,76764,20,3,4,4,1,19,3,2,1,NA,1,1
"         6 2  2","AM2016DHS","AM7",2093111,2016,28,6,21,1,1,1,15,3,1,0,2,5,76764,NA,3,4,0,NA,0,0,2,1,NA,8,NA
"         6 3  2","AM2016DHS","AM7",2093111,2016,32,6,21,1,1,1,14,5,2,0,2,5,86618,26,3,3,1,1,25,1,3,1,15,1,1
"         6 4  3","GU2015DHS","GU6",929807,2015,26,6,1,1,1,1,18,4,2,2,2,5,214025,NA,3,3,2,1,20,1,2,1,12,2,3
"         6 6  2","GU2015DHS","GU6",929807,2015,38,6,1,1,1,1,10,6,2,2,2,4,69157,22,3,1,2,1,19,1,2,0,6,0,1
"         6 6  3","GU2015DHS","GU6",929807,2015,16,6,1,1,1,1,9,6,2,2,2,4,69157,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"         6 7  2","AM2016DHS","AM7",2093111,2016,37,6,21,1,1,1,16,2,2,2,2,5,94229,NA,3,2,1,1,33,1,1,1,16,1,1
"         6 7  2","GU2015DHS","GU6",929807,2015,48,6,1,1,1,1,11,4,2,2,2,5,140071,30,3,1,1,1,28,1,6,1,11,2,1
"         6 9  2","GU2015DHS","GU6",929807,2015,30,6,1,1,1,1,7,5,2,2,2,5,192085,22,3,1,2,1,20,1,3,1,14,7,2
"         6 9  3","AM2016DHS","AM7",2093111,2016,24,6,21,1,1,1,10,4,2,2,2,5,83435,21,3,2,1,1,20,1,2,1,12,3,1
"         610  1","GU2015DHS","GU6",929807,2015,48,6,1,1,1,1,6,5,2,2,2,5,146989,28,3,4,2,1,26,3,3,1,9,9,1
"         610  2","AM2016DHS","AM7",2093111,2016,31,6,21,1,1,1,15,4,1,0,2,5,87868,27,3,4,1,1,26,2,2,1,15,1,1
"         610  4","GU2015DHS","GU6",929807,2015,18,6,1,1,1,1,10,5,1,2,1,5,146989,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         611  1","GU2015DHS","GU6",929807,2015,35,6,1,1,1,1,9,5,2,2,2,4,80254,24,3,1,0,NA,23,1,5,1,NA,3,4
"         611  3","GU2015DHS","GU6",929807,2015,27,6,1,1,1,1,10,5,1,2,1,4,80254,NA,3,3,0,NA,25,3,3,1,NA,96,2
"         611  4","GU2015DHS","GU6",929807,2015,22,6,1,1,1,1,8,5,2,2,2,4,80254,18,3,3,5,1,18,3,3,0,11,0,2
"         612  2","AM2016DHS","AM7",2093111,2016,40,6,21,1,1,1,15,2,1,0,2,5,85484,NA,3,4,0,NA,0,0,2,1,NA,2,NA
"         612  2","GU2015DHS","GU6",929807,2015,34,6,1,1,1,1,11,3,1,1,2,5,143070,31,3,2,1,1,23,1,3,0,11,0,1
"         613  1","GU2015DHS","GU6",929807,2015,31,6,1,1,1,0,10,2,1,1,1,5,107091,15,3,3,0,NA,15,3,2,1,NA,1,2
"         613  2","GU2015DHS","GU6",929807,2015,15,6,1,1,1,0,7,2,1,2,1,5,107091,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         614  1","GU2015DHS","GU6",929807,2015,33,6,1,1,1,1,10,5,2,2,2,4,85915,21,3,1,0,NA,17,1,3,1,NA,1,2
"         614  2","AM2016DHS","AM7",2093111,2016,30,6,21,1,1,1,17,2,1,1,2,5,95194,NA,3,4,0,NA,0,0,3,1,NA,1,NA
"         615  4","GU2015DHS","GU6",929807,2015,26,6,1,1,1,1,18,8,2,1,2,5,202501,NA,3,1,2,1,22,1,2,0,18,0,1
"         615  5","GU2015DHS","GU6",929807,2015,23,6,1,1,1,1,12,8,2,2,2,5,202501,17,3,1,5,1,15,1,1,1,12,2,2
"         616  1","AM2016DHS","AM7",2093111,2016,42,6,21,1,1,1,15,2,0,0,2,5,86975,26,3,4,4,1,25,3,2,0,NA,0,1
"         616  3","GU2015DHS","GU6",929807,2015,42,6,1,1,1,1,12,5,1,2,2,5,220057,NA,3,4,0,NA,33,3,0,0,NA,0,1
"         617  3","AM2016DHS","AM7",2093111,2016,29,6,21,1,1,1,14,4,2,2,2,5,91968,NA,3,3,0,NA,0,0,2,1,NA,1,NA
"         618  2","GU2015DHS","GU6",929807,2015,41,6,1,1,1,1,11,4,1,2,2,4,45375,31,3,1,1,1,28,1,3,0,4,0,1
"         618  3","AM2016DHS","AM7",2093111,2016,30,6,21,1,1,1,10,7,0,0,2,5,104604,19,3,1,1,1,18,1,4,0,15,0,1
"         619  2","AM2016DHS","AM7",2093111,2016,25,6,21,1,1,1,14,4,2,2,2,5,86874,21,3,2,1,1,20,1,2,0,10,0,1
"         620  2","GU2015DHS","GU6",929807,2015,39,6,1,1,1,1,4,7,0,1,1,5,95828,24,3,4,1,1,23,1,5,1,2,3,2
"         622  2","AM2016DHS","AM7",2093111,2016,22,6,21,1,1,1,15,2,0,0,2,5,79964,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"         622  3","GU2015DHS","GU6",929807,2015,23,6,1,1,1,1,11,5,0,2,0,5,188449,NA,3,3,1,1,18,1,2,1,13,2,2
"         623  2","AM2016DHS","AM7",2093111,2016,29,6,21,1,1,1,15,4,0,0,2,5,90057,23,3,1,1,1,22,1,3,0,15,0,1
"         624  1","AM2016DHS","AM7",2093111,2016,48,6,21,1,1,1,14,1,1,0,2,5,80406,NA,3,4,0,NA,0,0,2,1,NA,1,NA
"         625  3","GU2015DHS","GU6",929807,2015,46,6,1,1,1,1,18,8,2,2,2,5,142448,NA,3,4,0,NA,37,3,2,1,NA,3,1
"         625  4","AM2016DHS","AM7",2093111,2016,30,6,21,1,1,1,13,6,0,0,2,5,79964,22,3,1,1,1,22,1,2,0,10,0,1
"         625  4","GU2015DHS","GU6",929807,2015,40,6,1,1,1,1,18,8,2,2,2,5,142448,32,3,1,5,1,25,2,3,1,11,1,2
"         625  5","GU2015DHS","GU6",929807,2015,26,6,1,1,1,1,12,8,2,2,2,5,142448,NA,3,3,0,NA,17,3,4,1,NA,2,4
"         625  6","GU2015DHS","GU6",929807,2015,23,6,1,1,1,1,14,8,2,2,2,5,142448,NA,3,4,0,NA,0,0,0,1,NA,96,NA
"         626  1","AM2016DHS","AM7",2093111,2016,47,6,21,1,1,1,15,1,0,0,2,5,86228,18,3,4,3,1,16,3,4,1,NA,1,2
"         626  2","GU2015DHS","GU6",929807,2015,39,6,1,1,1,1,9,4,0,2,2,4,69860,23,3,2,1,2,13,1,3,0,6,0,2
"         627  4","AM2016DHS","AM7",2093111,2016,33,6,21,1,1,1,15,6,2,2,2,5,93811,27,3,4,1,1,25,1,2,1,14,2,1
"         627  6","AM2016DHS","AM7",2093111,2016,24,6,21,1,1,1,14,6,2,2,2,5,93811,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"         7 1  2","AM2016DHS","AM7",1918685,2016,45,7,21,1,1,1,10,4,1,1,2,4,60774,19,3,2,1,1,18,1,2,0,10,0,1
"         7 1  3","AM2016DHS","AM7",1918685,2016,25,7,21,1,1,1,12,4,2,2,2,4,60774,NA,3,3,0,NA,0,0,2,1,NA,3,NA
"         7 3  1","GU2015DHS","GU6",1259258,2015,23,7,1,1,1,1,12,3,2,2,2,5,156361,NA,3,3,0,NA,20,3,2,0,NA,0,2
"         7 4  1","AM2016DHS","AM7",1918685,2016,35,7,21,1,1,1,15,2,2,2,2,5,85833,25,3,3,4,1,24,3,1,1,NA,1,1
"         7 4  2","GU2015DHS","GU6",1259258,2015,32,7,1,1,1,0,15,3,1,2,2,5,176874,24,3,2,1,1,19,1,2,1,18,1,3
"         7 5  3","GU2015DHS","GU6",1259258,2015,40,7,1,1,1,1,18,3,2,2,2,5,231909,NA,3,4,4,1,22,3,3,1,18,1,2
"         7 6  1","AM2016DHS","AM7",1918685,2016,39,7,21,1,1,1,9,6,2,0,2,5,105116,19,3,2,1,1,18,1,2,0,9,0,1
"         7 7  4","AM2016DHS","AM7",1918685,2016,23,7,21,1,1,1,15,5,2,0,2,5,89570,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         7 7  5","AM2016DHS","AM7",1918685,2016,26,7,21,1,1,1,15,5,2,0,2,5,89570,NA,3,4,1,1,22,1,2,1,15,1,1
"         7 8  2","AM2016DHS","AM7",1918685,2016,40,7,21,1,1,1,10,5,0,0,2,5,84193,21,3,1,1,1,20,1,4,0,10,0,1
"         7 8  3","AM2016DHS","AM7",1918685,2016,19,7,21,1,1,1,13,5,0,0,2,5,84193,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         7 8  4","AM2016DHS","AM7",1918685,2016,17,7,21,1,1,1,10,5,0,0,2,5,84193,NA,3,4,0,NA,0,0,4,0,NA,0,NA
"         7 9  2","AM2016DHS","AM7",1918685,2016,44,7,21,1,1,1,14,4,2,2,2,5,86415,28,3,1,1,1,26,1,2,1,12,3,1
"         712  2","AM2016DHS","AM7",1918685,2016,47,7,21,1,1,1,15,4,2,2,2,5,85802,22,3,1,1,1,21,1,2,1,10,1,1
"         712  2","GU2015DHS","GU6",1259258,2015,33,7,1,1,1,1,18,2,0,2,2,5,230400,NA,3,3,1,1,17,1,2,1,18,1,7
"         712  4","AM2016DHS","AM7",1918685,2016,20,7,21,1,1,1,12,4,2,2,2,5,85802,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"         713  2","AM2016DHS","AM7",1918685,2016,33,7,21,1,1,1,12,4,1,1,2,5,76811,19,3,2,1,1,18,1,2,1,10,7,1
"         714  2","AM2016DHS","AM7",1918685,2016,43,7,21,1,1,1,10,5,0,0,2,5,76764,23,3,1,1,1,22,1,2,1,13,7,1
"         714  3","GU2015DHS","GU6",1259258,2015,22,7,1,1,1,1,6,4,1,2,2,5,221861,NA,3,3,0,NA,0,0,4,1,NA,7,NA
"         714  4","GU2015DHS","GU6",1259258,2015,17,7,1,1,1,1,11,4,2,2,2,5,221861,NA,3,3,0,NA,0,0,2,1,NA,9,NA
"         714  5","AM2016DHS","AM7",1918685,2016,16,7,21,1,1,1,10,5,0,0,2,5,76764,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         715  5","GU2015DHS","GU6",1259258,2015,30,7,1,1,1,1,1,5,2,2,2,5,199903,26,3,4,0,NA,26,2,3,1,NA,9,1
"         716  2","GU2015DHS","GU6",1259258,2015,48,7,1,1,1,1,15,5,2,2,2,5,190668,28,3,1,1,1,20,1,2,1,9,1,1
"         717  1","AM2016DHS","AM7",1918685,2016,32,7,21,1,1,1,15,4,0,0,2,5,82362,21,3,4,1,1,18,3,3,0,15,0,1
"         717  2","GU2015DHS","GU6",1259258,2015,36,7,1,1,1,1,12,5,1,2,1,5,205454,21,3,1,1,1,20,1,4,1,18,3,2
"         718  1","AM2016DHS","AM7",1918685,2016,22,7,21,1,1,1,13,4,0,0,2,4,72936,20,3,3,1,1,19,1,4,0,13,0,1
"         719  1","AM2016DHS","AM7",1918685,2016,46,7,21,1,1,1,10,1,2,0,2,4,57679,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"         719  4","GU2015DHS","GU6",1259258,2015,22,7,1,1,1,1,13,7,2,2,2,5,183223,21,3,1,2,1,17,1,2,1,16,2,1
"         719  7","GU2015DHS","GU6",1259258,2015,17,7,1,1,1,1,4,7,2,2,2,5,183223,NA,3,3,0,NA,0,0,3,1,NA,9,NA
"         720  1","AM2016DHS","AM7",1918685,2016,42,7,21,1,1,1,10,2,0,0,2,4,74365,16,3,4,3,1,15,3,3,1,NA,3,1
"         720  2","AM2016DHS","AM7",1918685,2016,25,7,21,1,1,1,10,2,2,0,2,4,74365,NA,3,4,0,NA,0,0,4,0,NA,0,NA
"         721  3","AM2016DHS","AM7",1918685,2016,27,7,21,1,1,1,15,3,2,0,2,5,86098,NA,3,4,0,NA,0,0,2,1,NA,3,NA
"         722  1","AM2016DHS","AM7",1918685,2016,40,7,21,1,1,1,11,3,0,0,2,3,46223,32,3,4,1,1,31,3,2,0,10,0,1
"         722  2","GU2015DHS","GU6",1259258,2015,48,7,1,1,1,1,17,4,2,1,2,5,184328,20,3,4,3,1,19,3,5,1,18,1,4
"         722  3","GU2015DHS","GU6",1259258,2015,27,7,1,1,1,1,18,4,2,2,2,5,184328,NA,3,1,0,NA,21,1,2,1,NA,1,1
"         722  4","GU2015DHS","GU6",1259258,2015,25,7,1,1,1,1,14,4,2,2,2,5,184328,NA,3,3,0,NA,16,3,3,1,NA,2,5
"         723  1","GU2015DHS","GU6",1259258,2015,39,7,1,1,1,1,11,2,2,2,2,5,189727,19,3,1,4,1,18,1,2,1,11,2,2
"         723  3","AM2016DHS","AM7",1918685,2016,40,7,21,1,1,1,14,7,1,0,2,4,71793,NA,3,4,0,NA,0,0,2,1,NA,1,NA
"         723  5","AM2016DHS","AM7",1918685,2016,34,7,21,1,1,1,14,7,0,0,2,4,71793,23,3,2,1,1,21,1,4,0,10,0,1
"         725  2","GU2015DHS","GU6",1259258,2015,44,7,1,1,1,1,18,10,2,2,2,5,194292,18,3,1,1,2,17,1,5,1,17,1,3
"         725  6","GU2015DHS","GU6",1259258,2015,17,7,1,1,1,1,10,10,1,1,1,5,194292,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"         725  9","GU2015DHS","GU6",1259258,2015,26,7,1,1,1,1,6,10,1,2,1,5,194292,21,3,4,0,NA,20,3,4,1,NA,9,2
"         726  2","GU2015DHS","GU6",1259258,2015,26,7,1,1,1,1,18,5,2,2,2,5,215000,21,3,1,1,1,19,1,2,0,18,0,1
"         728  1","AM2016DHS","AM7",1918685,2016,31,7,21,1,1,1,16,2,0,0,2,4,72549,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         8 1  3","GU2015DHS","GU6",1606595,2015,40,8,1,1,1,1,18,5,2,2,2,5,143870,NA,3,3,0,NA,0,0,1,1,NA,2,NA
"         8 1  4","GU2015DHS","GU6",1606595,2015,36,8,1,1,1,1,16,5,2,2,2,5,143870,26,3,3,5,1,24,3,2,1,18,1,2
"         8 2  4","GU2015DHS","GU6",1606595,2015,26,8,1,1,1,1,14,4,1,2,2,5,171611,NA,3,3,0,NA,24,3,2,0,NA,2,1
"         8 3  3","AM2016DHS","AM7",1238645,2015,29,8,21,1,1,1,15,4,2,1,2,4,70509,23,3,3,1,1,22,1,2,0,15,0,1
"         8 4  1","GU2015DHS","GU6",1606595,2015,35,8,1,1,1,1,8,3,2,2,2,4,78305,20,3,3,5,1,18,3,3,1,6,2,1
"         8 5  2","GU2015DHS","GU6",1606595,2015,49,8,1,1,1,1,15,5,2,2,2,5,157920,28,3,4,1,1,26,1,3,0,15,0,1
"         8 6  2","AM2016DHS","AM7",1238645,2015,39,8,21,1,1,1,16,5,0,0,2,5,90440,23,3,1,1,1,22,1,3,0,16,0,1
"         8 6  2","GU2015DHS","GU6",1606595,2015,41,8,1,1,1,1,7,5,1,2,0,5,140998,18,3,1,1,1,17,1,4,1,11,2,1
"         8 6  3","AM2016DHS","AM7",1238645,2015,15,8,21,1,1,1,10,5,0,0,2,5,90440,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"         8 6  3","GU2015DHS","GU6",1606595,2015,19,8,1,1,1,1,11,5,2,2,1,5,140998,NA,3,3,0,NA,17,3,2,1,NA,2,1
"         8 7  3","AM2016DHS","AM7",1238645,2015,33,8,21,1,1,1,13,6,0,0,2,3,50164,19,3,4,4,1,18,3,2,1,NA,7,1
"         8 7  3","GU2015DHS","GU6",1606595,2015,26,8,1,1,1,1,10,5,1,2,2,4,36375,18,3,3,0,NA,14,3,2,0,NA,0,2
"         8 8  2","AM2016DHS","AM7",1238645,2015,18,8,21,1,1,1,11,3,0,0,2,3,51169,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"         810  1","GU2015DHS","GU6",1606595,2015,40,8,1,1,1,1,0,7,0,1,2,4,69651,16,3,1,3,1,15,3,2,1,4,9,1
"         810  5","GU2015DHS","GU6",1606595,2015,16,8,1,1,1,1,4,7,1,1,2,4,69651,NA,3,3,0,NA,15,3,2,0,NA,0,1
"         811  2","AM2016DHS","AM7",1238645,2015,22,8,21,1,1,1,14,4,2,2,2,4,68703,NA,3,4,0,NA,0,0,3,1,NA,99,NA
"         812  1","AM2016DHS","AM7",1238645,2015,25,8,21,1,1,1,14,2,2,2,2,4,63733,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"         813  3","GU2015DHS","GU6",1606595,2015,31,8,1,1,1,1,11,7,2,2,2,5,190354,21,3,1,5,1,20,3,2,1,6,1,3
"         813  5","AM2016DHS","AM7",1238645,2015,40,8,21,1,1,1,14,10,2,2,2,4,67204,NA,3,4,1,1,37,1,2,1,13,1,1
"         813  6","AM2016DHS","AM7",1238645,2015,37,8,21,1,1,1,14,10,2,2,2,4,67204,NA,3,4,0,NA,0,0,1,1,NA,2,NA
"         813  7","AM2016DHS","AM7",1238645,2015,29,8,21,1,1,1,13,10,2,2,2,4,67204,25,3,1,1,1,24,1,2,1,10,1,1
"         813 10","AM2016DHS","AM7",1238645,2015,28,8,21,1,1,1,13,10,2,2,2,4,67204,27,3,1,1,1,25,1,2,0,10,0,1
"         815  1","GU2015DHS","GU6",1606595,2015,39,8,1,1,1,1,9,3,2,2,2,4,34792,22,3,3,5,1,19,3,2,1,7,3,1
"         815  3","AM2016DHS","AM7",1238645,2015,31,8,21,1,1,1,14,6,2,2,2,5,77191,23,3,1,1,1,22,1,2,1,15,1,1
